country,year,health,economy,energy,education
Bulgaria,2007,73.0,33.7,2670.0,0.7
Bulgaria,2008,73.3,34.2,2650.0,0.7
Bulgaria,2009,73.6,33.9,2350.0,0.707
Bulgaria,2010,73.8,34.7,2420.0,0.707
Bulgaria,2011,74.1,35.3,2620.0,0.713
Bulgaria,2012,74.5,36.0,2510.0,0.72
Bulgaria,2013,74.8,36.3,2330.0,0.727
Bulgaria,2014,74.5,37.0,2480.0,0.727
Cameroon,1971,51.3,36.6,403.0,0.086
Cameroon,1972,51.8,35.9,401.0,0.086
Cameroon,1973,52.1,35.0,399.0,0.086
Cameroon,1974,52.5,34.0,399.0,0.086
Cameroon,1975,52.9,33.1,407.0,0.104
Cameroon,1976,53.2,32.2,402.0,0.104
Cameroon,1977,53.6,31.3,418.0,0.104
Cameroon,1978,54.1,30.4,419.0,0.104
Cameroon,1979,54.5,29.9,422.0,0.104
Cameroon,1980,54.9,29.7,424.0,0.141
Cameroon,1981,55.3,30.0,432.0,0.141
Cameroon,1982,55.7,30.6,438.0,0.141
Cameroon,1983,56.2,31.6,439.0,0.141
Cameroon,1984,56.5,32.6,440.0,0.141
Cameroon,1985,57.0,33.6,443.0,0.186
Cameroon,1986,57.1,34.5,435.0,0.186
Cameroon,1987,57.6,35.5,429.0,0.186
Cameroon,1988,57.8,36.5,429.0,0.186
Cameroon,1989,57.8,37.5,431.0,0.186
Cameroon,1990,57.7,38.5,423.0,0.231
Cameroon,1991,57.4,39.5,414.0,0.24
Cameroon,1992,57.1,40.5,407.0,0.247
Cameroon,1993,56.8,41.5,409.0,0.26
Cameroon,1994,56.5,42.5,411.0,0.267
Cameroon,1995,56.2,43.2,407.0,0.28
Cameroon,1996,55.9,43.6,406.0,0.287
Cameroon,1997,55.6,43.7,407.0,0.293
Cameroon,1998,55.3,43.5,408.0,0.307
Cameroon,1999,55.1,43.1,400.0,0.313
Cameroon,2000,54.8,42.7,407.0,0.32
Cameroon,2001,54.7,42.5,401.0,0.327
Cameroon,2002,54.6,42.4,400.0,0.34
Cameroon,2003,54.6,42.4,405.0,0.34
Cameroon,2004,54.6,42.5,406.0,0.34
Cameroon,2005,54.9,42.6,398.0,0.34
Cameroon,2006,55.3,42.8,369.0,0.347
Cameroon,2007,55.7,43.1,338.0,0.347
Cameroon,2008,56.3,43.5,332.0,0.347
Cameroon,2009,56.9,43.9,349.0,0.347
Cameroon,2010,57.7,44.5,342.0,0.353
Cameroon,2011,58.4,45.0,321.0,0.367
Cameroon,2012,59.2,45.5,322.0,0.38
Cameroon,2013,59.9,46.0,330.0,0.393
Cameroon,2014,60.5,46.3,335.0,0.4
Canada,1971,72.8,35.2,6440.0,0.577
Canada,1972,72.9,35.1,6860.0,0.577
Canada,1973,73.1,34.7,7080.0,0.577
Canada,1974,73.3,34.3,7090.0,0.577
Canada,1975,73.6,33.7,7170.0,0.612
Canada,1976,73.9,33.4,7290.0,0.612
Canada,1977,74.2,33.1,7430.0,0.612
Canada,1978,74.5,33.0,7560.0,0.612
Canada,1979,74.9,32.6,7860.0,0.612
Canada,1980,75.2,32.6,7830.0,0.656
Canada,1981,75.5,32.4,7560.0,0.656
Canada,1982,75.8,32.3,7170.0,0.656
Canada,1983,76.0,32.1,7080.0,0.656
Canada,1984,76.3,32.0,7370.0,0.656
Canada,1985,76.4,31.8,7470.0,0.655
Canada,1986,76.6,31.6,7520.0,0.655
Canada,1987,76.7,31.5,7670.0,0.655
Canada,1988,76.9,31.4,7890.0,0.655
Canada,1989,77.1,31.2,7960.0,0.655
Canada,1990,77.3,31.2,7630.0,0.685
Canada,1991,77.6,31.1,7520.0,0.687
Canada,1992,77.7,31.1,7600.0,0.693
Canada,1993,77.7,31.2,7770.0,0.7
Canada,1994,77.9,31.3,7960.0,0.707
Canada,1995,78.0,31.4,7980.0,0.707
Canada,1996,78.2,31.8,8050.0,0.713
Canada,1997,78.5,32.2,8060.0,0.72
Canada,1998,78.7,32.6,7950.0,0.72
Canada,1999,78.9,33.0,8110.0,0.727
Canada,2000,79.2,33.3,8270.0,0.733
Canada,2001,79.5,33.4,8060.0,0.747
Canada,2002,79.6,33.5,7990.0,0.767
Canada,2003,79.8,33.6,8340.0,0.78
Canada,2004,80.1,33.7,8460.0,0.8
Canada,2005,80.2,33.8,8420.0,0.813
Canada,2006,80.6,33.8,8240.0,0.82
Canada,2007,80.7,33.8,8210.0,0.827
Canada,2008,80.8,33.7,8190.0,0.827
Canada,2009,81.1,33.7,7800.0,0.833
Canada,2010,81.4,33.7,7790.0,0.84
Canada,2011,81.7,33.8,7910.0,0.847
Canada,2012,81.7,33.3,7730.0,0.853
Canada,2013,81.9,32.8,7740.0,0.86
Canada,2014,81.8,32.2,7900.0,0.867
Chile,1971,63.4,50.1,875.0,0.387
Chile,1972,63.6,50.2,875.0,0.387
Chile,1973,64.2,51.0,828.0,0.387
Chile,1974,66.0,51.7,809.0,0.387
Chile,1975,66.8,52.5,721.0,0.4
Chile,1976,67.2,53.2,751.0,0.4
Chile,1977,67.8,54.0,767.0,0.4
Chile,1978,68.5,54.7,782.0,0.4
Chile,1979,69.0,55.3,815.0,0.4
Chile,1980,69.9,55.8,830.0,0.427
Chile,1981,70.8,56.1,831.0,0.427
Chile,1982,71.1,56.2,752.0,0.427
Chile,1983,71.1,56.2,767.0,0.427
Chile,1984,71.3,56.2,795.0,0.427
Chile,1985,71.8,56.2,782.0,0.482
Chile,1986,72.6,56.3,804.0,0.482
Chile,1987,73.1,56.4,817.0,0.482
Chile,1988,73.1,56.6,910.0,0.482
Chile,1989,73.0,56.6,1000.0,0.482
Chile,1990,73.2,56.3,1060.0,0.535
Chile,1991,74.2,56.1,1060.0,0.54
Chile,1992,74.9,56.0,1130.0,0.547
Chile,1993,74.9,55.7,1140.0,0.553
Chile,1994,75.0,55.5,1200.0,0.553
Chile,1995,75.1,55.6,1280.0,0.56
Chile,1996,75.4,55.5,1390.0,0.567
Chile,1997,75.8,55.1,1540.0,0.573
Chile,1998,76.0,54.5,1570.0,0.573
Chile,1999,76.3,54.0,1650.0,0.58
Chile,2000,76.9,53.3,1640.0,0.587
Chile,2001,76.8,52.5,1590.0,0.6
Chile,2002,77.3,51.8,1630.0,0.613
Chile,2003,77.3,51.1,1630.0,0.627
Chile,2004,77.5,50.3,1720.0,0.64
Chile,2005,77.9,49.6,1750.0,0.633
Chile,2006,78.2,49.0,1810.0,0.633
Chile,2007,78.4,48.7,1850.0,0.627
Chile,2008,78.8,48.5,1820.0,0.66
Chile,2009,78.6,48.4,1750.0,0.66
Chile,2010,78.6,48.2,1810.0,0.653
Chile,2011,79.0,47.9,1950.0,0.653
Chile,2012,79.3,47.6,2140.0,0.66
Chile,2013,79.3,47.5,2200.0,0.66
Chile,2014,79.6,47.5,2030.0,0.673
China,1971,63.1,23.3,465.0,0.185
China,1972,63.7,23.4,477.0,0.185
China,1973,64.2,23.5,484.0,0.185
China,1974,64.5,23.6,486.0,0.185
China,1975,64.8,23.8,527.0,0.232
China,1976,64.4,23.9,537.0,0.232
China,1977,65.2,24.0,577.0,0.232
China,1978,65.5,24.2,617.0,0.232
China,1979,65.6,24.3,619.0,0.232
China,1980,65.8,24.5,609.0,0.277
China,1981,65.9,24.8,597.0,0.277
China,1982,66.5,25.0,607.0,0.277
China,1983,66.9,25.4,622.0,0.277
China,1984,67.3,26.0,651.0,0.277
China,1985,67.7,26.7,658.0,0.319
China,1986,68.0,27.6,671.0,0.319
China,1987,68.3,28.7,694.0,0.319
China,1988,68.3,29.8,720.0,0.319
China,1989,68.4,30.9,724.0,0.319
China,1990,68.7,32.0,767.0,0.356
China,1991,68.8,33.0,737.0,0.333
China,1992,69.1,33.9,753.0,0.347
China,1993,69.4,34.5,788.0,0.353
China,1994,69.7,35.1,816.0,0.367
China,1995,70.0,35.7,867.0,0.38
China,1996,70.4,36.2,882.0,0.387
China,1997,70.8,36.9,872.0,0.4
China,1998,71.3,37.6,869.0,0.413
China,1999,71.7,38.5,879.0,0.42
China,2000,72.1,39.3,899.0,0.433
China,2001,72.6,40.0,929.0,0.433
China,2002,73.0,40.4,985.0,0.44
China,2003,73.4,40.7,1120.0,0.447
China,2004,73.7,40.9,1270.0,0.453
China,2005,74.2,41.1,1390.0,0.46
China,2006,74.9,41.5,1520.0,0.46
China,2007,75.4,41.9,1630.0,0.467
China,2008,75.4,42.3,1670.0,0.467
China,2009,75.7,42.5,1780.0,0.473
China,2010,75.8,42.5,1950.0,0.487
China,2011,76.0,41.9,2090.0,0.493
China,2012,76.2,41.3,2160.0,0.5
China,2013,76.5,40.6,2210.0,0.5
China,2014,76.5,40.0,2240.0,0.507
Colombia,1971,66.0,52.7,630.0,0.225
Colombia,1972,65.5,52.6,616.0,0.225
Colombia,1973,65.4,52.9,606.0,0.225
Colombia,1974,65.7,53.1,627.0,0.225
Colombia,1975,66.5,53.4,641.0,0.257
Colombia,1976,67.0,53.7,652.0,0.257
Colombia,1977,67.9,53.9,657.0,0.257
Colombia,1978,68.1,54.2,640.0,0.257
Colombia,1979,68.3,54.3,611.0,0.257
Colombia,1980,69.0,54.3,658.0,0.284
Colombia,1981,69.5,54.1,652.0,0.284
Colombia,1982,70.0,53.7,656.0,0.284
Colombia,1983,70.2,53.3,663.0,0.284
Colombia,1984,70.6,52.8,671.0,0.284
Colombia,1985,68.0,52.3,667.0,0.319
Colombia,1986,70.6,51.8,712.0,0.319
Colombia,1987,70.6,51.4,721.0,0.319
Colombia,1988,70.8,50.9,728.0,0.319
Colombia,1989,71.0,50.6,720.0,0.319
Colombia,1990,71.4,50.7,732.0,0.364
Colombia,1991,70.9,51.1,725.0,0.373
Colombia,1992,71.0,51.8,728.0,0.38
Colombia,1993,71.5,52.9,747.0,0.387
Colombia,1994,71.7,54.2,759.0,0.4
Colombia,1995,72.0,55.4,758.0,0.407
Colombia,1996,72.3,56.5,763.0,0.413
Colombia,1997,73.2,57.4,727.0,0.42
Colombia,1998,73.7,58.0,749.0,0.42
Colombia,1999,73.9,58.1,659.0,0.427
Colombia,2000,74.1,57.7,651.0,0.433
Colombia,2001,74.3,56.8,639.0,0.433
Colombia,2002,73.3,56.0,617.0,0.433
Colombia,2003,75.1,55.0,620.0,0.433
Colombia,2004,75.6,54.4,618.0,0.44
Colombia,2005,76.4,54.2,635.0,0.453
Colombia,2006,76.6,54.6,659.0,0.447
Colombia,2007,77.3,54.5,647.0,0.48
Colombia,2008,77.6,54.7,669.0,0.487
Colombia,2009,77.7,54.6,686.0,0.487
Colombia,2010,78.1,54.2,690.0,0.493
Colombia,2011,78.9,53.7,684.0,0.5
Colombia,2012,79.3,53.4,685.0,0.507
Colombia,2013,79.6,52.7,724.0,0.52
Colombia,2014,80.0,52.1,724.0,0.533
"Congo, Dem. Rep.",1971,50.7,42.3,325.0,0.0547
"Congo, Dem. Rep.",1972,50.9,42.3,324.0,0.0547
"Congo, Dem. Rep.",1973,51.2,42.3,327.0,0.0547
"Congo, Dem. Rep.",1974,51.5,42.3,327.0,0.0547
"Congo, Dem. Rep.",1975,51.7,42.3,326.0,0.068
"Congo, Dem. Rep.",1976,51.9,42.3,322.0,0.068
"Congo, Dem. Rep.",1977,52.1,42.3,323.0,0.068
"Congo, Dem. Rep.",1978,52.3,42.3,322.0,0.068
"Congo, Dem. Rep.",1979,52.5,42.3,327.0,0.068
"Congo, Dem. Rep.",1980,52.7,42.3,321.0,0.0853
"Congo, Dem. Rep.",1981,52.9,42.3,328.0,0.0853
"Congo, Dem. Rep.",1982,53.2,42.3,321.0,0.0853
"Congo, Dem. Rep.",1983,53.5,42.3,334.0,0.0853
"Congo, Dem. Rep.",1984,54.0,42.3,342.0,0.0853
"Congo, Dem. Rep.",1985,54.3,42.3,333.0,0.11
"Congo, Dem. Rep.",1986,54.4,42.3,331.0,0.11
"Congo, Dem. Rep.",1987,54.3,42.3,335.0,0.11
"Congo, Dem. Rep.",1988,54.3,42.3,338.0,0.11
"Congo, Dem. Rep.",1989,54.1,42.3,336.0,0.11
"Congo, Dem. Rep.",1990,53.9,42.3,341.0,0.15
"Congo, Dem. Rep.",1991,53.8,42.2,329.0,0.16
"Congo, Dem. Rep.",1992,53.8,42.2,322.0,0.167
"Congo, Dem. Rep.",1993,53.6,42.2,316.0,0.18
"Congo, Dem. Rep.",1994,53.5,42.2,306.0,0.187
"Congo, Dem. Rep.",1995,53.5,42.2,309.0,0.193
"Congo, Dem. Rep.",1996,51.8,42.2,310.0,0.2
"Congo, Dem. Rep.",1997,51.9,42.2,308.0,0.207
"Congo, Dem. Rep.",1998,53.1,42.2,308.0,0.207
"Congo, Dem. Rep.",1999,53.4,42.2,303.0,0.213
"Congo, Dem. Rep.",2000,53.8,42.2,295.0,0.22
"Congo, Dem. Rep.",2001,54.1,42.2,297.0,0.233
"Congo, Dem. Rep.",2002,54.3,42.2,298.0,0.247
"Congo, Dem. Rep.",2003,54.6,42.2,300.0,0.26
"Congo, Dem. Rep.",2004,55.3,42.2,302.0,0.273
"Congo, Dem. Rep.",2005,55.9,42.2,304.0,0.287
"Congo, Dem. Rep.",2006,56.3,42.2,306.0,0.3
"Congo, Dem. Rep.",2007,56.6,42.1,307.0,0.32
"Congo, Dem. Rep.",2008,56.8,42.1,308.0,0.333
"Congo, Dem. Rep.",2009,57.1,42.1,307.0,0.347
"Congo, Dem. Rep.",2010,57.9,42.1,307.0,0.36
"Congo, Dem. Rep.",2011,58.5,42.1,316.0,0.373
"Congo, Dem. Rep.",2012,59.0,42.1,379.0,0.387
"Congo, Dem. Rep.",2013,59.8,42.1,385.0,0.4
"Congo, Dem. Rep.",2014,60.5,42.1,389.0,0.413
"Congo, Rep.",1971,49.0,43.7,372.0,0.0767
"Congo, Rep.",1972,49.4,43.8,374.0,0.0767
"Congo, Rep.",1973,49.8,43.9,368.0,0.0767
"Congo, Rep.",1974,50.3,44.0,364.0,0.0767
"Congo, Rep.",1975,50.8,44.1,360.0,0.101
"Congo, Rep.",1976,51.2,44.2,383.0,0.101
"Congo, Rep.",1977,51.5,44.3,354.0,0.101
"Congo, Rep.",1978,51.8,44.4,357.0,0.101
"Congo, Rep.",1979,52.3,44.5,346.0,0.101
"Congo, Rep.",1980,52.8,44.6,349.0,0.163
"Congo, Rep.",1981,53.3,44.8,349.0,0.163
"Congo, Rep.",1982,53.8,44.9,359.0,0.163
"Congo, Rep.",1983,54.2,45.0,391.0,0.163
"Congo, Rep.",1984,54.5,45.1,368.0,0.163
"Congo, Rep.",1985,54.7,45.2,372.0,0.216
"Congo, Rep.",1986,54.7,45.3,356.0,0.216
"Congo, Rep.",1987,54.6,45.4,352.0,0.216
"Congo, Rep.",1988,54.4,45.5,333.0,0.216
"Congo, Rep.",1989,54.2,45.6,337.0,0.216
"Congo, Rep.",1990,53.8,45.7,334.0,0.293
"Congo, Rep.",1991,53.5,45.8,339.0,0.3
"Congo, Rep.",1992,53.3,45.9,326.0,0.313
"Congo, Rep.",1993,52.6,46.0,319.0,0.32
"Congo, Rep.",1994,52.4,46.1,268.0,0.333
"Congo, Rep.",1995,52.2,46.3,297.0,0.34
"Congo, Rep.",1996,52.0,46.4,272.0,0.347
"Congo, Rep.",1997,46.6,46.5,253.0,0.353
"Congo, Rep.",1998,50.1,46.6,246.0,0.36
"Congo, Rep.",1999,51.9,46.7,235.0,0.367
"Congo, Rep.",2000,52.8,46.8,227.0,0.367
"Congo, Rep.",2001,53.6,46.9,247.0,0.373
"Congo, Rep.",2002,54.3,47.0,242.0,0.38
"Congo, Rep.",2003,54.8,47.1,278.0,0.38
"Congo, Rep.",2004,55.6,47.3,286.0,0.387
"Congo, Rep.",2005,56.3,47.4,300.0,0.387
"Congo, Rep.",2006,57.1,47.6,379.0,0.393
"Congo, Rep.",2007,57.6,47.9,325.0,0.393
"Congo, Rep.",2008,58.3,48.1,336.0,0.4
"Congo, Rep.",2009,59.1,48.4,371.0,0.4
"Congo, Rep.",2010,59.8,48.6,392.0,0.407
"Congo, Rep.",2011,60.4,48.8,508.0,0.413
"Congo, Rep.",2012,60.8,48.9,567.0,0.413
"Congo, Rep.",2013,61.3,48.9,568.0,0.42
"Congo, Rep.",2014,61.8,48.9,555.0,0.42
Costa Rica,1971,69.4,47.2,426.0,0.241
Costa Rica,1972,70.0,47.1,444.0,0.241
Costa Rica,1973,70.6,47.1,471.0,0.241
Costa Rica,1974,71.2,47.2,450.0,0.241
Costa Rica,1975,71.8,47.2,475.0,0.299
Costa Rica,1976,72.4,47.2,467.0,0.299
Costa Rica,1977,73.0,47.3,530.0,0.299
Costa Rica,1978,73.6,47.3,558.0,0.299
Costa Rica,1979,74.1,47.4,561.0,0.299
Costa Rica,1980,74.5,46.9,526.0,0.354
Costa Rica,1981,74.9,45.9,481.0,0.354
Costa Rica,1982,75.2,44.3,456.0,0.354
Costa Rica,1983,75.5,42.3,437.0,0.354
Costa Rica,1984,75.7,39.6,461.0,0.354
Costa Rica,1985,75.9,38.4,462.0,0.403
Costa Rica,1986,76.0,38.4,471.0,0.403
Costa Rica,1987,76.2,39.9,489.0,0.403
Costa Rica,1988,76.3,41.5,488.0,0.403
Costa Rica,1989,76.4,44.0,530.0,0.403
Costa Rica,1990,76.5,45.4,538.0,0.448
Costa Rica,1991,76.5,46.1,556.0,0.467
Costa Rica,1992,76.6,46.1,699.0,0.473
Costa Rica,1993,76.7,46.2,695.0,0.48
Costa Rica,1994,76.4,46.1,668.0,0.487
Costa Rica,1995,76.3,46.1,665.0,0.493
Costa Rica,1996,76.8,46.1,652.0,0.5
Costa Rica,1997,77.0,46.2,645.0,0.513
Costa Rica,1998,77.2,46.6,627.0,0.52
Costa Rica,1999,77.3,47.6,677.0,0.527
Costa Rica,2000,77.9,48.8,725.0,0.533
Costa Rica,2001,78.0,49.6,717.0,0.533
Costa Rica,2002,78.3,49.7,742.0,0.533
Costa Rica,2003,78.4,49.7,784.0,0.527
Costa Rica,2004,78.5,49.3,915.0,0.527
Costa Rica,2005,79.3,48.8,902.0,0.527
Costa Rica,2006,79.2,48.6,963.0,0.527
Costa Rica,2007,80.2,49.1,1020.0,0.54
Costa Rica,2008,80.2,49.2,1030.0,0.56
Costa Rica,2009,80.3,49.1,1010.0,0.56
Costa Rica,2010,79.4,48.9,1020.0,0.553
Costa Rica,2011,79.8,49.1,1000.0,0.56
Costa Rica,2012,80.0,48.7,1010.0,0.567
Costa Rica,2013,80.1,48.7,1020.0,0.567
Costa Rica,2014,80.1,48.7,1020.0,0.573
Cote d'Ivoire,1971,51.4,51.3,461.0,0.0507
Cote d'Ivoire,1972,51.9,51.0,467.0,0.0507
Cote d'Ivoire,1973,52.4,50.6,461.0,0.0507
Cote d'Ivoire,1974,52.9,50.2,459.0,0.0507
Cote d'Ivoire,1975,53.4,49.7,462.0,0.0627
Cote d'Ivoire,1976,53.9,49.3,475.0,0.0627
Cote d'Ivoire,1977,54.4,48.9,463.0,0.0627
Cote d'Ivoire,1978,54.9,48.5,473.0,0.0627
Cote d'Ivoire,1979,55.4,48.0,458.0,0.0627
Cote d'Ivoire,1980,55.8,47.6,445.0,0.086
Cote d'Ivoire,1981,56.1,47.2,424.0,0.086
Cote d'Ivoire,1982,56.1,46.8,404.0,0.086
Cote d'Ivoire,1983,56.2,46.3,378.0,0.086
Cote d'Ivoire,1984,56.1,46.0,369.0,0.086
Cote d'Ivoire,1985,56.2,44.3,373.0,0.113
Cote d'Ivoire,1986,56.2,43.1,398.0,0.113
Cote d'Ivoire,1987,55.9,41.3,392.0,0.113
Cote d'Ivoire,1988,55.5,39.7,385.0,0.113
Cote d'Ivoire,1989,55.1,38.2,384.0,0.113
Cote d'Ivoire,1990,54.8,38.4,364.0,0.136
Cote d'Ivoire,1991,54.2,38.1,362.0,0.14
Cote d'Ivoire,1992,53.5,38.8,380.0,0.147
Cote d'Ivoire,1993,52.8,39.4,380.0,0.153
Cote d'Ivoire,1994,52.2,39.7,377.0,0.16
Cote d'Ivoire,1995,51.7,39.9,363.0,0.167
Cote d'Ivoire,1996,51.6,39.8,395.0,0.173
Cote d'Ivoire,1997,51.7,39.7,390.0,0.187
Cote d'Ivoire,1998,51.8,39.6,378.0,0.2
Cote d'Ivoire,1999,52.0,39.8,438.0,0.207
Cote d'Ivoire,2000,52.3,40.2,413.0,0.22
Cote d'Ivoire,2001,52.7,40.7,387.0,0.22
Cote d'Ivoire,2002,52.9,41.2,405.0,0.227
Cote d'Ivoire,2003,53.3,41.6,375.0,0.233
Cote d'Ivoire,2004,53.7,42.0,517.0,0.24
Cote d'Ivoire,2005,54.2,42.3,524.0,0.247
Cote d'Ivoire,2006,54.9,42.6,504.0,0.253
Cote d'Ivoire,2007,55.5,42.8,531.0,0.26
Cote d'Ivoire,2008,56.3,42.8,522.0,0.267
Cote d'Ivoire,2009,57.0,42.8,467.0,0.273
Cote d'Ivoire,2010,57.4,42.7,495.0,0.28
Cote d'Ivoire,2011,58.0,42.4,554.0,0.293
Cote d'Ivoire,2012,58.9,42.2,586.0,0.3
Cote d'Ivoire,2013,59.6,42.0,613.0,0.313
Cote d'Ivoire,2014,60.2,41.8,613.0,0.293
Cuba,1971,72.3,39.0,1180.0,0.322
Cuba,1972,72.7,39.1,1120.0,0.322
Cuba,1973,73.0,39.2,1180.0,0.322
Cuba,1974,73.2,39.3,1230.0,0.322
Cuba,1975,73.4,39.4,1240.0,0.373
Cuba,1976,73.6,39.5,1290.0,0.373
Cuba,1977,73.7,39.6,1390.0,0.373
Cuba,1978,73.8,39.7,1460.0,0.373
Cuba,1979,74.1,39.9,1490.0,0.373
Cuba,1980,74.1,40.0,1490.0,0.401
Cuba,1981,74.3,40.1,1490.0,0.401
Cuba,1982,74.4,40.2,1500.0,0.401
Cuba,1983,74.5,40.3,1580.0,0.401
Cuba,1984,74.5,40.4,1530.0,0.401
Cuba,1985,74.5,40.5,1510.0,0.466
Cuba,1986,74.6,40.7,1500.0,0.466
Cuba,1987,74.6,40.8,1540.0,0.466
Cuba,1988,74.6,40.9,1610.0,0.466
Cuba,1989,74.7,41.0,1740.0,0.466
Cuba,1990,74.8,41.1,1640.0,0.516
Cuba,1991,74.9,41.2,1350.0,0.573
Cuba,1992,74.9,41.3,1180.0,0.587
Cuba,1993,74.8,41.5,977.0,0.593
Cuba,1994,74.8,41.6,1000.0,0.607
Cuba,1995,75.1,41.7,998.0,0.613
Cuba,1996,75.5,41.8,1080.0,0.62
Cuba,1997,75.9,41.9,1110.0,0.627
Cuba,1998,76.1,42.0,1030.0,0.633
Cuba,1999,76.4,42.1,1070.0,0.64
Cuba,2000,76.8,42.2,1140.0,0.64
Cuba,2001,77.1,42.4,1110.0,0.647
Cuba,2002,77.8,42.5,1040.0,0.633
Cuba,2003,77.8,42.6,1030.0,0.653
Cuba,2004,77.7,42.7,1000.0,0.653
Cuba,2005,77.6,42.8,947.0,0.66
Cuba,2006,78.3,42.9,946.0,0.673
Cuba,2007,78.3,43.0,901.0,0.693
Cuba,2008,78.3,43.2,958.0,0.707
Cuba,2009,78.3,43.2,1020.0,0.72
Cuba,2010,78.3,43.3,1100.0,0.733
Cuba,2011,78.8,43.4,1030.0,0.753
Cuba,2012,78.6,43.4,1070.0,0.72
Cuba,2013,78.6,43.4,1020.0,0.733
Cuba,2014,78.5,43.4,1030.0,0.747
Cyprus,1971,71.5,30.1,946.0,0.339
Cyprus,1972,71.7,30.1,1190.0,0.339
Cyprus,1973,71.8,30.1,1230.0,0.339
Cyprus,1974,52.1,30.1,925.0,0.339
Cyprus,1975,72.1,30.1,869.0,0.396
Cyprus,1976,72.2,30.1,998.0,0.396
Cyprus,1977,73.1,30.1,1070.0,0.396
Cyprus,1978,73.5,30.1,1120.0,0.396
Cyprus,1979,74.0,30.1,1210.0,0.396
Cyprus,1980,73.8,30.1,1260.0,0.448
Cyprus,1981,74.3,30.1,1230.0,0.448
Cyprus,1982,74.4,30.1,1250.0,0.448
Cyprus,1983,74.8,30.1,1290.0,0.448
Cyprus,1984,74.8,30.1,1330.0,0.448
Cyprus,1985,75.0,30.1,1310.0,0.513
Cyprus,1986,75.3,30.1,1460.0,0.513
Cyprus,1987,75.1,30.1,1640.0,0.513
Cyprus,1988,75.4,30.1,1640.0,0.513
Cyprus,1989,75.6,30.1,1680.0,0.513
Cyprus,1990,75.9,30.1,1780.0,0.58
Cyprus,1991,76.1,30.1,1780.0,0.587
Cyprus,1992,76.3,30.1,1960.0,0.593
Cyprus,1993,76.5,30.1,2060.0,0.6
Cyprus,1994,76.7,30.1,2300.0,0.607
Cyprus,1995,76.8,30.1,1980.0,0.613
Cyprus,1996,76.8,30.1,2160.0,0.627
Cyprus,1997,76.6,30.1,2070.0,0.633
Cyprus,1998,76.5,30.1,2170.0,0.647
Cyprus,1999,76.7,30.1,2150.0,0.653
Cyprus,2000,76.8,30.1,2270.0,0.667
Cyprus,2001,77.0,30.1,2200.0,0.673
Cyprus,2002,77.2,30.1,2190.0,0.68
Cyprus,2003,77.4,30.1,2350.0,0.693
Cyprus,2004,77.6,30.3,2160.0,0.7
Cyprus,2005,77.9,30.5,2160.0,0.713
Cyprus,2006,78.4,30.9,2210.0,0.727
Cyprus,2007,78.8,31.3,2290.0,0.747
Cyprus,2008,79.3,31.5,2390.0,0.753
Cyprus,2009,79.7,31.8,2300.0,0.753
Cyprus,2010,80.1,32.4,2200.0,0.767
Cyprus,2011,80.5,33.5,2110.0,0.773
Cyprus,2012,80.9,34.2,1960.0,0.787
Cyprus,2013,81.1,34.7,1690.0,0.8
Cyprus,2014,81.3,35.0,1710.0,0.793
Czech Republic,1971,69.4,18.7,4620.0,0.637
Czech Republic,1972,69.6,18.7,4610.0,0.637
Czech Republic,1973,69.7,18.7,4550.0,0.637
Czech Republic,1974,69.9,18.7,4190.0,0.637
Czech Republic,1975,70.1,18.6,4340.0,0.657
Czech Republic,1976,70.2,18.6,4440.0,0.657
Czech Republic,1977,70.3,18.6,4720.0,0.657
Czech Republic,1978,70.4,18.5,4430.0,0.657
Czech Republic,1979,70.4,18.5,4700.0,0.657
Czech Republic,1980,70.2,18.5,4560.0,0.682
Czech Republic,1981,70.3,18.4,4570.0,0.682
Czech Republic,1982,70.4,18.4,4630.0,0.682
Czech Republic,1983,70.4,18.4,4650.0,0.682
Czech Republic,1984,70.6,18.4,4740.0,0.682
Czech Republic,1985,70.8,18.3,4760.0,0.697
Czech Republic,1986,70.9,18.5,4840.0,0.697
Czech Republic,1987,71.1,19.0,4980.0,0.697
Czech Republic,1988,71.3,19.8,4880.0,0.697
Czech Republic,1989,71.4,20.9,4740.0,0.697
Czech Republic,1990,71.5,22.3,4800.0,0.725
Czech Republic,1991,72.0,23.7,4350.0,0.56
Czech Republic,1992,72.3,24.8,4220.0,0.573
Czech Republic,1993,72.9,25.6,4090.0,0.593
Czech Republic,1994,73.1,26.0,3960.0,0.607
Czech Republic,1995,73.3,26.2,4020.0,0.627
Czech Republic,1996,73.9,26.1,4150.0,0.64
Czech Republic,1997,74.0,26.1,4180.0,0.66
Czech Republic,1998,74.6,26.2,4060.0,0.673
Czech Republic,1999,74.8,26.5,3780.0,0.693
Czech Republic,2000,75.0,26.7,3990.0,0.707
Czech Republic,2001,75.3,26.9,4110.0,0.727
Czech Republic,2002,75.5,27.1,4160.0,0.74
Czech Republic,2003,75.5,27.2,4360.0,0.76
Czech Republic,2004,76.0,27.1,4460.0,0.773
Czech Republic,2005,76.3,26.9,4400.0,0.793
Czech Republic,2006,76.8,26.7,4490.0,0.807
Czech Republic,2007,77.0,26.4,4470.0,0.813
Czech Republic,2008,77.2,26.4,4330.0,0.813
Czech Republic,2009,77.5,26.3,4030.0,0.82
Czech Republic,2010,77.7,26.3,4240.0,0.827
Czech Republic,2011,77.9,26.3,4080.0,0.833
